yontem,sayfa_id,sayfa_basligi,parca_sira,parca_basligi,token_sayisi,karakter_sayisi,icerik
split_then_merge_1100,37,YZTA Bootcamp 2026 (2).pdf,2,Giris,443,1632,"acağı, hangi kodları yazacağı, hangi alanla ilgileneceği tamamen **<u>takımınızın kendi ve ortak kararı olacaktır.</u>** Grubun bir lideri yoktur, ekip olarak kendi Scrum rollerinize göre kendi projenizi ilerletmelisiniz. Grup içerisinde çıkabilecek zaman sıkışıklıkları, takvim yönetimi, yetenek farklılıkları aynı iş hayatında olduğu gibi **<u>grup içerisinde ekstra bir yardım beklenmeden

çözülmelidir.</u>**<eos>

<!-- Start of picture text -->
Vizyon<br>Vizyon & Stratejiyi net bir şekilde iletir<br>Release hedeflerini takip eder<br>Ürün<br>Product Backlog yönetimi<br>User stories<br>Önceliklendirme ve yönlendirme<br>Geri bildirimler<br>İş Birliği<br>Stakeholder’lar ile görüşme<br>Takımla görüşme<br><!-- End of picture text -->

<!-- Start of picture text -->
Rollere Karar Vermek<br>Takım<br>En iyi iş birliği yöntemleri<br>Gerçekçi hedefler, tahminler<br>Organizasyon<br>Rol çatışmalarını yönetmek<br>Süreç<br>Scrum event’lerini yönetmek<br><!-- End of picture text -->

<!-- Start of picture text -->
DEVELOPMENT TEAM<br><!-- End of picture text -->

Her sprint koyulan hedeflere ulaşmak, bir blocker varsa hemen takımı bilgilendirmek 

Developer, Product Owner’ın belirlediği yapılması gereken işleri anlamak 


Ürünü geliştirmek 

Tüm scrum event'lerine katılmak 


Sprint backlog’taki user story’leri tahmin etmek 

User Storyleri anlamak ,User Storyleri tahmin etmek, User Storyleri yaratmadaki bilgileri Product Owner’a vermek Teknik olarak, Programmer, UI/UX Designer development takımını oluşturabilir. 


Developerlar iyi bir takım oyuncusu olmalı, aynı zamanda da kendi başına organize çalışabilir olmalılar 
"
split_then_merge_1100,37,YZTA Bootcamp 2026 (2).pdf,3,Giris,1083,3884," anlamak 


Ürünü geliştirmek 

Tüm scrum event'lerine katılmak 


Sprint backlog’taki user story’leri tahmin etmek 

User Storyleri anlamak ,User Storyleri tahmin etmek, User Storyleri yaratmadaki bilgileri Product Owner’a vermek Teknik olarak, Programmer, UI/UX Designer development takımını oluşturabilir. 


Developerlar iyi bir takım oyuncusu olmalı, aynı zamanda da kendi başına organize çalışabilir olmalılar 
<eos>

Cross Functional (Çapraz Fonksiyonlu) olmalılar, yani  Sprint hedefini gerçekleştirebilmek ve elindeki girdileri bir ürüne dönüştürmek için ihtiyaç duyacağı tüm yetkinliklere sahip olması demektir. 

Developer takımı, her sprint belirlenen hedefi başarmayı amaçlar. 


Ortaya çıkarılacak ürüne tamamen takım olarak siz karar vereceksiniz. Ürün tasarlanırken verilen brief ve beklentileri göz önünde bulundurmalısınız. Ürün tamamen ekibiniz tarafından sıfırdan geliştirilmeli ve her adımı GitHub’da açılacak repository içerisinde belgelemelisiniz. **Hazır bir proje kullanmak, satın alma yapmak, dışarıdan destek almak** **<u>diskalifiye sebebi olacaktır.</u>** 







Takım İsmi Takım Rolleri Ürün İsmi Ürün Açıklaması Ürün Özellikleri Hedef Kitle Product Backlog 





Sprint, hızlı koşmak anlamına gelse de Scrum bağlamında Türkçe’ye döngü olarak çevrilebilir. Akademi mezuniyet bootcampi içerisinde 2’şer haftalık olmak üzere toplam 3 sprint vardır. Sprint, Önceden belirlenmiş ve değişmeyen bir süredir. Sprint, işlerin iyi gitmeme riskini düşürmek ve yönetmek için kullanılır. Bir Sprint bittiğinde yeni bir Sprint başlar. Arada boşluk yoktur. Her Sprint bir Sprint Planning etkinliğiyle başlar ve Sprint Retrospective etkinliğiyle biter. 

Her Sprint, Scrum Takımı için bir deneydir. Bir önceki Sprint gözlemlenerek bir sonraki Sprint için adaptasyonlar belirlenir. 

**Scrum hakkında daha fazla bilgi için Proje Yönetimi 5. Kursu inceleyebilir/tamamlayabilirsiniz.** 






<!-- Start of picture text -->
Backlog Dağıtma Mantığı<br>Daily Scrum Notları<br>Sprint Board Updates<br>Ürün Durumu<br>Sprint Review<br>Sprint Retrospective<br><!-- End of picture text -->




<u>https://github.com/YapayZekaveTeknolojiAkademisi/BootcampScrumTemplate/tree/main</u> - - - <u>https://github.com/kevsoOther/U 21 Cherry Chasers/tree/main https://github.com/olgnbrn/planova https://github.com/IbrmSerhat/GhostOfAnnaScrumExample</u> - - - <u>https://github.com/burakcevheroglu/OUA

zaten Bootcamp 2023</u>


Slack üzerinden proje yönetimine dair sorularınızı **#bootcamp-2026** kanalından iletebilirsiniz. Sorularınıza **48 saat** içinde geri dönüş alacaksınız. 

Bootcamp sürecinde sizlere proje yönetimi konularında Academy Club ekibinden **12 kolaylaştırıcı/eğitim asistanı** eşlik edecek. Her takımın atanan 1 eğitim asistanı olacak. Takımlarınızın asistanları ile tanıştırılacaksınız. 

Proje yönetimi asistanları sizlere GitHub, Scrum , Agile, proje ve ürün yönetimi gibi konularda destek olacak. Asistanlar ile önden duyurulacak ofis saatlerinde çevrimiçi buluşabileceksiniz. 

Asistanlar teknik konularda takımlara özel destek sunmayacak. 



Ürün teslimi **2 Ağustos Pazar 23.59** ’a kadar form üzerinden yapılacak. Her takım için GitHub reposu açılmalı ve public olmalı. Her sprintte ilerleme ve kanıtlar GitHub’a eklenmeli; proje yönetimi değerlendirilecek. Bootcamp sonunda GitHub kayıtları tamamlanmalı. Ürün canlıya alınabiliyorsa link paylaşılabilir (opsiyonel). Son teslimde: 

3 dakikalık proje videosu **YouTube** ’a yüklenmeli. Formda istenen sorular eksiksiz doldurulmalı. Tüm teslimler 2 Ağustos 23.59’a kadar tamamlanmalı. 




|||**Ekstra Puanlar (Academy Club Ekibi**<br>**tarafından doldurulacak)**|**Max Puan**| |---|---|---|---| |**AI (Jüri tarafından puanlanacak)**<br>Yarışmaya hazır, çalışan proje|**Max Puan**<br>10|Yapay Zeka Modeli seçimi, kullanımı,<br>geliştirmesi|20| |Özgünlük|10|AI Agent’ların kullanımı, hafıza,<br>orkestrasyon
"
split_then_merge_1100,37,YZTA Bootcamp 2026 (2).pdf,4,Giris,914,2865,"ından doldurulacak)**|**Max Puan**| |---|---|---|---| |**AI (Jüri tarafından puanlanacak)**<br>Yarışmaya hazır, çalışan proje|**Max Puan**<br>10|Yapay Zeka Modeli seçimi, kullanımı,<br>geliştirmesi|20| |Özgünlük|10|AI Agent’ların kullanımı, hafıza,<br>orkestrasyon
<eos>

teknik yönetimlerinin<br>düzgün yapılmış olması|15| |Ürün tamamlanma puanı|10|Kod içerisinde mimari yapı<br>kullanımları, temiz kod prensipleri|15| |Pazara uygun, talep görebilecek<br>|10|mevcut|| |uygulama||Ürün canlıya alınmış veya canlıya|| |||alınabilecek şekilde geliştirilme<br>yapılmış|10|

**Yukarıdaki tablolar, ürünlerinizi ve sunumlarınızı hangi ölçütlere göre hazırlamanız gerektiğini göstermektedir. Bu etkinlikte zorunlu bir proje kıstası bulunmamaktadır; ancak sağ tarafta yer alan tabloda belirtilen özelliklere ürünlerinizde yer vermeniz, sizlere ek puan kazandıracaktır. Dikkat edilmesi gereken nokta, bu özelliklerin yalnızca eklenmiş olmak için eklendiğinin tespit edilmesi durumunda puan verilmeyeceğidir. Bu sebeple eklediğiniz özellikleri amaca uygun yerlerde kullanımını ve tüm puanları almak için amaç dışına çıkmamanızı öneririz.** 




<!-- Start of picture text -->
AI (Jüri tarafından puanlanacak) Max Puan<br>İhtiyaç ve Çözüm Eşleşmesi 20<br>Kullanıcı Değeri ve Deneyimi 10<br>Pazar Potansiyeli 10<br>Fonksiyonel Yeterlilik 15<br>Ürün bütünlüğü 10<br>Yapay zeka öğeleri 35<br><!-- End of picture text -->




|**AI (Jüri tarafından puanlanacak)**|**Max Puan**|**Ekstra Puanlar (Academy Club Ekibi**<br>**tarafından doldurulacak)**|**Max Puan**| |---|---|---|---| |Yarışmaya hazır, çalışan proje|10|Geliştirme platformu ve teknolojilerin|10| |Özgünlük|10|seçimi, uygunluğu|| |Ürün tamamlanma puanı|10|Ürün, tüketici ihtiyacına

uygun<br>formatta geliştirilmiş|10| |Kullanma isteği|10|Teknoloji seçimlerinde maliyet|10| |Pazara uygun, talep görebilecek|10|sürdürülebilirliği göz önüne alınmış|| |uygulama||Ürün canlıya alınmış veya canlıya|| |Ürün bütünlüğü|10|<br>alınabilecek şekilde geliştirilme<br>yapılmış|10|




<!-- Start of picture text -->
AI (Jüri tarafından puanlanacak) Max Puan<br>İhtiyaç ve Çözüm Eşleşmesi 20<br>Kullanıcı Değeri ve Deneyimi 10<br>Pazar Potansiyeli 10<br>Fonksiyonel Yeterlilik 15<br>Ürün bütünlüğü 10<br>Yapay zeka öğeleri 35<br><!-- End of picture text -->





Bootcamp süresince yapılan proje yönetimi ve ortaya çıkan ürün ayrı şekilde değerlendirilecektir. Sprint review’lar sonrasında beklenen dökümanlar GitHub’a konulduğunda bootcamp takımı tarafından puanlanacaktır. 3 sprint sonrasında aldığınız puanlar proje yönetim puanınızı ortaya çıkaracaktır. Projeler ve proje sunum videonuz son sprint’in bittiği hafta sizlere iletilecek takım dosyalarına yüklenecektir. Ürününüz ön jüri tarafından puanlanacaktır. İlk 10’a girecek takımlar ürün puanı ve proje yönetimi puanının birlikte değerlendirilmesine göre belirlenecektir. 

"
split_then_merge_600,1,Veritabani Temelleri,0,Giris,18,67,"Bu notta PostgreSQL kullanarak veritabani tasarimi anlatilacaktir.
"
split_then_merge_600,1,Veritabani Temelleri,1,Normalizasyon,32,107,"Normalizasyon, veri tekrarini onlemek icin kullanilir. 1NF, her sutunun atomik deger icermesini gerektirir."
split_then_merge_600,22,Proje Durum Raporu,0,Genel Durum,31,91,"Proje %65 tamamlandı, planlanan teslim tarihi 15 Eylül. Şu an bir hafta gecikme riski var.
"
split_then_merge_600,22,Proje Durum Raporu,1,Tamamlanan Modüller,22,79,"Kullanıcı girişi, profil yönetimi, bildirim sistemi tamamlandı ve test edildi.
"
split_then_merge_600,22,Proje Durum Raporu,2,Devam Eden İşler,27,85,"Ödeme entegrasyonu üçüncü parti API'nin dokümantasyon eksikliği nedeniyle yavaşladı.
"
split_then_merge_600,22,Proje Durum Raporu,3,Riskler,24,90,Ödeme sağlayıcısıyla teknik destek görüşmesi henüz planlanmadı - bu gecikmeyi büyütebilir.
split_then_merge_600,26,Final Sınav Takvimi,0,Hafta 1 (12-16 Ocak),64,140,"- 12 Ocak Pazartesi 09:00 - Veritabanı Yönetim Sistemleri
- 13 Ocak Salı 14:00 - Calculus II
- 15 Ocak Perşembe 09:00 - Elektronik Devreler
"
split_then_merge_600,26,Final Sınav Takvimi,1,Hafta 2 (19-23 Ocak),43,95,"- 19 Ocak Pazartesi 09:00 - Sistem Programlama
- 21 Ocak Çarşamba 14:00 - Asenkron Programlama
"
split_then_merge_600,26,Final Sınav Takvimi,2,Notlar,39,116,Sınav yerleri sınavdan 3 gün önce ilan edilecek. Mazeret sınavı talepleri için dekanlığa başvuru son tarihi 26 Ocak.
split_then_merge_600,27,yapılacaklar listesi,0,Bu Hafta,83,241,"
- [ ] Sprint planlama toplantısı için sunum hazırla
- [ ] Zeynep'in PR'ını gözden geçir
- [ ] Müşteriyle ödeme entegrasyonu görüşmesini planla
- [ ] Q3 bütçe raporunu finans ekibine gönder
- [ ] Yeni işe alım için mülakat sorularını hazırla"
split_then_merge_600,30,ATLAS-Edge-AI-Tabanli-Otonom-Lazer-Yabani-Ot-Imha-Robotu (6).pdf,0,Giris,531,1948,"ATLAS: Edge AI Tabanlı Otonom Lazer Yabani Ot İmha Robotu 

ATLAS Projesi, tarımda yaygın olarak kullanılan kimyasal herbisitlere alternatif olarak geliştirilmiş, yapay zeka destekli otonom bir robotik sistemdir. Sistem, sahada internet bağlantısına ihtiyaç duymadan çalışabilen uç bilişim (Edge AI) mimarisi üzerine kuruludur. Amaç, mahsul ve yabani ot ayrımını gerçek zamanlı yaparak yabani otları kök boğazından noktasal şekilde imha etmektir. 

Problem Tanımı 

Kimyasal herbisitler kısa vadede etkili olsa da uzun vadede toprağın yapısını bozmakta, yeraltı sularına karışmakta ve ürünlerde kalıntı riski oluşturmaktadır. Mekanik çözümler ise yüksek iş gücü gereksinimi ve düşük hassasiyet nedeniyle verim kaybına yol açabilmektedir. Bu durum, çevre dostu, hassas ve otomatik çözümlere olan ihtiyacı artırmaktadır. 

ATLAS'ın temel hedefi, tarım alanlarında yabani otları mahsule zarar vermeden, kimyasal kullanmadan ve insan müdahalesine gerek kalmadan ortadan kaldırmaktır. Bu amaçla sistem, bitkileri sadece ""nesne"" olarak değil, şekil ve konum bilgileriyle birlikte algılar. Nihai hedef, yüksek doğruluklu algılama ve güvenli imha süreçlerini bir araya getirmektir. 

Görüntü Alımı Kameradan görüntü yakalama 

AI Analizi Derin öğrenme ile tespit 

Hedefleme İmha Geometrik bilgi işleme Lazer ile noktasal müdahale 

Sistem, kameradan alınan görüntünün derin öğrenme modeliyle analiz edilmesiyle başlar. Tespit edilen yabani otun geometrik bilgileri işlenerek hedef noktası belirlenir. Bu bilgi, robotun lazer taretine aktarılırken aynı anda navigasyon ve güvenlik modülleriyle senkronize şekilde çalışır. 

Yabani otlar düzensiz geometrilere sahip olduğu için klasik bounding box tabanlı yaklaşımlar yeterli hassasiyet sunmamaktadır. ATLAS'ta kullanılan YOLOv8n-seg modeli, bitkilerin piksel tabanlı maskesini çıkararak gerçek şekillerini analiz eder. Bu sayede hedefleme işlemi çok daha hassas yapılabilir. Veri Seti ve Eğitim Stratejisi "
split_then_merge_600,30,ATLAS-Edge-AI-Tabanli-Otonom-Lazer-Yabani-Ot-Imha-Robotu (6).pdf,1,Giris,557,2066," modülleriyle senkronize şekilde çalışır. 

Yabani otlar düzensiz geometrilere sahip olduğu için klasik bounding box tabanlı yaklaşımlar yeterli hassasiyet sunmamaktadır. ATLAS'ta kullanılan YOLOv8n-seg modeli, bitkilerin piksel tabanlı maskesini çıkararak gerçek şekillerini analiz eder. Bu sayede hedefleme işlemi çok daha hassas yapılabilir. Veri Seti ve Eğitim Stratejisi <eos>

**Transfer Learning ve Fine-Tune Yaklaşımı:** Model eğitimi sırasında açık kaynak tarım veri setleri temel alınmıştır. Ardından, projenin test edildiği yerel tarla koşullarına ait sınırlı sayıda görüntüyle fine-tune işlemi uygulanmıştır. Bu yöntem, modeli çevresel koşullara karşı daha dayanıklı hale getirmiştir. 

Özgün Hedefleme Algoritması Crown (Kök Boğazı) Noktası Tespiti 

01 02 Segmentasyon Maskesi Alt Bölge Analizi Bitki maskesi elde edilir Kök boğazı bölgesi belirlenir 03 04 Ağırlık Merkezi Hedef Koordinat Geometrik merkez hesaplanır Lazer yönlendirme noktası Segmentasyon sonucunda elde edilen bitki maskesi analiz edilerek kök boğazına karşılık gelen alt bölge belirlenir. Bu bölgenin geometrik ağırlık merkezi hesaplanarak lazerin yönlendirileceği hedef koordinat elde edilir. Böylece yapraklara değil, bitkinin yaşamsal merkezine odaklanılır. 

Nesne Takibi 

Robot hareket halindeyken aynı yabani ota birden fazla kez atış yapılmaması için ByteTrack tabanlı takip algoritması kullanılmıştır. Her yabani ota benzersiz bir kimlik atanır ve vurulan otlar sistem belleğinde tutulur. Bu yaklaşım enerji ve zaman verimliliği sağlar. 

Benzersiz ID Her ot için kimlik Bellek Yönetimi Vurulan otlar kaydedilir 

Gerçek Zamanlılık ve Gecikme Telafisi Hareket Halinde Hassasiyet Görüntü işleme ile lazer ateşi arasında oluşabilecek gecikmeler hedef şaşmasına neden olabilir. Bu nedenle robotun anlık hızı ve işlem süresi hesaba katılarak hedefin gelecekteki konumu tahmin edilir. Lazer bu tahmini noktaya yönlendirilir. 

Raspberry Pi 5 

Ana kontrol birimi ve sistem koordinasyonu 

Hailo-8L NPU Edge Computing 13 TOPS yapay zeka işlem gücü İnternet bağlantısı gerektirmez "
split_then_merge_600,30,ATLAS-Edge-AI-Tabanli-Otonom-Lazer-Yabani-Ot-Imha-Robotu (6).pdf,2,Giris,578,2130," arasında oluşabilecek gecikmeler hedef şaşmasına neden olabilir. Bu nedenle robotun anlık hızı ve işlem süresi hesaba katılarak hedefin gelecekteki konumu tahmin edilir. Lazer bu tahmini noktaya yönlendirilir. 

Raspberry Pi 5 

Ana kontrol birimi ve sistem koordinasyonu 

Hailo-8L NPU Edge Computing 13 TOPS yapay zeka işlem gücü İnternet bağlantısı gerektirmez <eos>

ATLAS'ın ana kontrol birimi Raspberry Pi 5'tir ve sistemdeki yapay zeka yükü Hailo-8L NPU (13 TOPS) üzerine aktarılmıştır. Bu heterojen mimari sayesinde görüntü işleme CPU'yu meşgul etmez ve navigasyon, SLAM gibi görevler kesintisiz çalışabilir. Sistem, internet bağlantısına ihtiyaç duymadan sahada otonom şekilde görev yapabilir. 

**ROS 2 Altyapısı:** ATLAS'ın tüm yazılım altyapısı, modern robotik sistemlerde endüstri standardı haline gelmiş olan ROS 2 (Robot Operating System 2) üzerinde geliştirilmiştir. ROS 2, gerçek zamanlılığa daha uygun haberleşme altyapısı (DDS) ve dağıtık mimari desteği sayesinde otonom sistemler için yüksek güvenilirlik sunar. 

Sistem, görevlerine göre ayrılmış bağımsız düğümlerden (nodes) oluşur. Bu yaklaşım, yazılımın modülerliğini artırırken hata toleransını da yükseltir, herhangi bir alt sistemde oluşabilecek hata durumunda tüm sistemin çökmesini engeller. Örneğin görüntü işleme düğümü durduğunda, sürüş ve güvenlik düğümleri çalışmaya devam edebilir. 

ATLAS yazılımı üç ana katmanda organize edilmiştir: 

vision_node Kamera verisini alır, YOLOv8-seg modeli ile yabani otları tespit eder ve hedef koordinatları üretir. 

control_node Motor sürücülerini, servo taret sistemini ve lazeri kontrol eder. Güvenlik kilitleri bu düğüm üzerinden yönetilir. 

navigation_node SLAM, yol planlama ve hız kontrolünden sorumludur. 

Düğümler arası haberleşme, ROS 2 topic ve service yapıları üzerinden asenkron olarak gerçekleştirilir. Bu sayede sistem, gerçek zamanlı veri akışını gecikme olmadan sürdürebilir. 

ATLAS, bilinmeyen ortamlarda kendi konumunu belirleyebilmek ve harita oluşturabilmek için SLAM Toolbox kullanmaktadır. LIDAR sensöründen alınan verilerle 2 boyutlu doluluk haritası (occupancy grid) oluşturulur. "
split_then_merge_600,30,ATLAS-Edge-AI-Tabanli-Otonom-Lazer-Yabani-Ot-Imha-Robotu (6).pdf,3,Giris,582,2063,"leşme, ROS 2 topic ve service yapıları üzerinden asenkron olarak gerçekleştirilir. Bu sayede sistem, gerçek zamanlı veri akışını gecikme olmadan sürdürebilir. 

ATLAS, bilinmeyen ortamlarda kendi konumunu belirleyebilmek ve harita oluşturabilmek için SLAM Toolbox kullanmaktadır. LIDAR sensöründen alınan verilerle 2 boyutlu doluluk haritası (occupancy grid) oluşturulur. <eos>

Navigasyon için ROS 2 Nav2 yığını kullanılmaktadır. Global planner, robotun A noktasından B noktasına en uygun yolu hesaplar; local planner ise önüne çıkan anlık engellerden kaçınarak bu yolu dinamik şekilde günceller. Böylece robot hem planlı hem de güvenli şekilde hareket edebilir. 

Robotun genel çalışma mantığı bir durum makinesi (state machine) yaklaşımıyla kurgulanmıştır. Bu yapı, robotun hangi durumda hangi davranışı sergileyeceğini net şekilde tanımlar. 

Alan taraması 

Yabani Ot Algılama 

Hedef tespiti 

Güvenli Duruş Pozisyon sabitleme 

Hedefleme 

Lazer yönlendirme 

İmha 

Lazer ateşleme 

Göreve Devam 

Döngü tekrarı 

Bu yaklaşım, sahada öngörülebilir ve güvenli bir davranış sergilenmesini sağlar. 

ATLAS'ın elektronik altyapısı, tarla koşullarında kararlı çalışmayı hedefleyen bir güç dağıtım mimarisi üzerine kurulmuştur. Sistem, 3S LiPo batarya ile beslenmekte ve elektriksel gürültüyü minimize etmek için ayrı güç hatları kullanılmaktadır. 

Yüksek Akım Hattı Motorlar için güç kaynağı 

Lojik Hattı Raspberry Pi için regüle edilmiş, kararlı besleme 

Aktüatör Hattı Servo ve lazer için ayrı güç 

Bu ayrım, servo motorların oluşturduğu gürültünün işlemciyi etkilemesini önler. 

Motor sürüşü, yüksek akım kapasiteli sürücüler aracılığıyla diferansiyel sürüş mimarisiyle sağlanmaktadır. Bu yapı, robotun kendi ekseni etrafında dönebilmesine olanak tanır ve dar alanlarda yüksek manevra kabiliyeti sunar. 

Düşük seviye zaman hassas görevler (PWM üretimi, enkoder okuma, acil durdurma sinyalleri) yardımcı bir mikrodenetleyici tarafından yönetilir. Raspberry Pi ile seri haberleşme üzerinden koordineli çalışır. 

Hedef doğruluğu ve robot durma kontrolü "
split_then_merge_600,30,ATLAS-Edge-AI-Tabanli-Otonom-Lazer-Yabani-Ot-Imha-Robotu (6).pdf,4,Giris,407,1455," robotun kendi ekseni etrafında dönebilmesine olanak tanır ve dar alanlarda yüksek manevra kabiliyeti sunar. 

Düşük seviye zaman hassas görevler (PWM üretimi, enkoder okuma, acil durdurma sinyalleri) yardımcı bir mikrodenetleyici tarafından yönetilir. Raspberry Pi ile seri haberleşme üzerinden koordineli çalışır. 

Hedef doğruluğu ve robot durma kontrolü <eos>

Lazer sistemi yalnızca yazılımsal değil, donanımsal güvenlik önlemleriyle de kontrol altına alınmıştır. Lazer rölesi, yalnızca hedef doğruluğu yeterli seviyeye ulaştığında ve robot tamamen duruyorken aktifleşir. 

Lazer rölesi ile fiziksel güvenlik 

Buna ek olarak fiziksel acil durdurma (E-Stop) butonu, ana güç hattını keserek sistemin güvenli duruma geçmesini sağlar. Bu yaklaşım, saha kullanımı için kritik öneme sahiptir. 

Acil Durdurma 

E-Stop butonu ile ana güç kesimi 

Uç bilişim mimarisi sayesinde gerçek zamanlı, modüler ve ölçeklenebilir bir sistem sunar. Verimli işlem gücü ve hızlı karar alma yeteneği ile sahada üstün performans gösterir. 

Çevresel Sürdürülebilirlik 

Kimyasalsız yabani ot imha yaklaşımı, çevresel etkiyi azaltır ve hassas hedefleme ile mahsule zarar riskini minimize eder. Daha sağlıklı ve verimli tarım uygulamaları sağlar. 

Tarımda Uygulanabilirlik 

İleri seviye robotik ve yapay zekâ teknolojilerinin tarım sektörüne başarılı bir şekilde entegrasyonunu gösterir. Otonom çalışma kabiliyeti ile iş gücü maliyetlerini düşürür ve verimliliği artırır. "
split_then_merge_600,33,Butce Degerlendirme Toplantisi,0,Katilimcilar,18,48,"Finans ekibi, Ayse (PM), departman yoneticileri
"
split_then_merge_600,33,Butce Degerlendirme Toplantisi,1,Konusulanlar,46,143,"Q2 harcamalari planlanan butcenin %8 uzerinde gerceklesti. En buyuk sapma bulut altyapi maliyetlerinde - trafik artisi beklenenden fazla oldu.
"
split_then_merge_600,33,Butce Degerlendirme Toplantisi,2,Alinan Kararlar,58,173,"- Bulut maliyetleri icin ayri bir izleme paneli kurulacak
- Q3 butcesi %10 marj ile yeniden planlanacak
- Aylik butce takip toplantisi baslatilacak, ilk toplantı 15 Agustos
"
split_then_merge_600,34,Yeni Calisan Oryantasyon Sureci,0,Yeni Calisan Oryantasyon Sureci,29,92,"
Bu dokuman, yeni baslayan bir calisanin ilk haftasinda izlenmesi gereken adimlari anlatir.
"
split_then_merge_600,34,Yeni Calisan Oryantasyon Sureci,1,Ilk Gun,56,172,"Hesap erisimleri (e-posta, Slack, kod deposu) IK tarafindan onceden hazirlanmis olmali. Yeni calisan, takim liderinden proje mimarisi hakkinda kisa bir bilgilendirme alir.
"
split_then_merge_600,34,Yeni Calisan Oryantasyon Sureci,2,Ilk Hafta,60,192,"Gelistirme ortami kurulumu tamamlanir, kucuk bir warm-up gorev atanir (gercek bir hata veya kucuk bir ozellik). Mentor atamasi yapilir - ilk ay boyunca gunluk kisa senkron gorusmeler yapilir.
"
split_then_merge_600,34,Yeni Calisan Oryantasyon Sureci,3,Degerlendirme,41,131,"30 gunun sonunda, yoneticiyle bire bir bir degerlendirme gorusmesi yapilir - surecin nasil gittigi, zorlanilan noktalar konusulur.
"
split_then_merge_600,37,YZTA Bootcamp 2026 (2).pdf,0,Giris,528,1954,"**5 . A K A D E M İ D Ö N E M İ** 

**Akademi’de edindiğiniz bilgi ve becerileri gerçek bir projede hayata geçirmeye hazır mısınız?** 

Bootcamp, **öğrendiklerinizi pratiğe dönüştüreceğiniz** , iş dünyasının dinamiklerini birebir deneyimleyeceğiniz ve ekip çalışmasının gücünü keşfedeceğiniz kapsamlı bir proje geliştirme maratonudur. Amacımız, sizi yalnızca teknik açıdan değil; proje yönetimi, takım çalışması ve girişimcilik bakış açısıyla da geleceğe hazırlamaktır. 

Bu süreçte oluşturacağınız ekiplerle, **çalışır bür ürün geliştirecek** ; Scrum metodolojisini uygulayarak profesyonel bir proje geliştirme deneyimi yaşayacaksınız. Her sprintte ilerlemenizi gösterecek, ekip olarak kararlar alacak ve ortaya çıkardığınız ürünle zirveye oynayacaksınız. 

Toplam **6 hafta** sürecek bu heyecan dolu yolculuk boyunca proje yönetimi süreçleriniz belirlenen kriterler doğrultusunda değerlendirilecek, düzenli geri bildirimlerle gelişiminiz desteklenecek ve finalde ortaya çıkardığınız ürün ayrıca puanlanacaktır. Tüm bunların sonunda ise en başarılı projeler arasına girerek ilk 3’te yer alma fırsatı sizi bekliyor. 

Gerçek bir ekip, gerçek bir ürün ve gerçek bir deneyim… **Şimdi sıra sizde!** 

Bootcamp ekipleri, farklı yetkinlikleri bir araya getirerek güçlü proje takımları oluşturmak amacıyla tasarlanmıştır. Yapay Zeka ve Veri Bilimi bursiyerleri karma ekipler halinde eşleştirilirken, No-Code/Low-Code bursiyerleri kendi programları içerisinde takımlaştırılmıştır. 

Her **takım 5 kişiden oluşmakta** olup, gerekli durumlarda ek bir üye dahil edilebilmektedir. Değerlendirme sürecinde Yapay Zeka & Veri Bilimi ekipleri kendi kategorilerinde, No-Code/Low-Code ekipleri ise kendi kategorilerinde yarışacaktır. 

Ekip içindeki görev dağılımı, çalışma düzeni ve zaman yönetimi **tamamen sizlerin sorumluluğundadır** . Bu süreci planlarken takım arkadaşlarınızın eğitim, iş ve kişisel sorumlulukları olabileceğini göz önünde bulundurmanız önemlidir. "
